LSOA,IMD rank,IMD decile,IDACI rank,IDACI decile,IDAOPI rank,IDAOPI decile
E01005594,"10,303",4,"8,660",3,"14,059",5
E01005595,855,1,"5,132",2,"1,917",1
E01005596,"16,315",5,"19,375",6,"17,150",6
E01005597,"19,846",7,"22,869",7,"21,471",7
E01005598,"25,337",8,"24,952",8,"29,627",10
E01005599,"2,429",1,"5,489",2,"4,505",2
E01005600,"4,826",2,"9,445",3,"7,171",3
E01005601,"1,517",1,"4,852",2,"4,081",2
E01005602,"1,970",1,"2,653",1,"2,460",1
E01005603,"6,299",2,"6,163",2,"11,843",4
E01005604,"8,039",3,"8,038",3,"10,231",4
E01005605,"6,503",2,"4,955",2,"10,656",4
E01005609,"3,141",1,"1,084",1,936,1
E01005610,217,1,10,1,379,1
E01005611,"1,198",1,"1,835",1,"1,721",1
E01005612,557,1,"5,384",2,500,1
E01005613,755,1,"2,839",1,"2,017",1
E01005614,"6,421",2,"22,241",7,"5,963",2
E01005615,"2,285",1,"10,740",4,"4,195",2
E01005616,"4,374",2,"4,985",2,"13,461",5
E01005617,"14,592",5,"19,386",6,"18,485",6
E01005618,"9,015",3,"9,916",4,"5,756",2
E01005619,"5,328",2,"5,904",2,"10,187",4
E01005620,"19,614",6,"22,156",7,"15,145",5
E01005621,"7,773",3,"9,101",3,"10,050",4
E01005622,"11,417",4,"12,221",4,"10,999",4
E01005623,"17,751",6,"17,738",6,"21,736",7
E01005624,"2,574",1,"1,628",1,"3,188",1
E01005625,"17,600",6,"23,001",8,"17,196",6
E01005626,"17,499",6,"19,577",6,"19,157",6
E01005627,"18,819",6,"20,211",7,"24,345",8
E01005628,"8,800",3,"12,698",4,"15,081",5
E01005629,"11,953",4,"19,156",6,"10,842",4
E01005630,"12,775",4,"11,293",4,"9,330",3
E01005631,717,1,"9,095",3,533,1
E01005632,"11,596",4,"13,343",5,"6,637",3
E01005633,"4,711",2,"5,707",2,"6,079",2
E01005634,"26,500",9,"31,091",10,"26,563",9
E01005635,"13,589",5,"29,873",10,"14,856",5
E01005636,"15,823",5,"29,043",9,"15,440",5
E01005637,"10,045",4,"20,226",7,"9,227",3
E01005638,"1,938",1,"3,983",2,"2,689",1
E01005639,966,1,"1,734",1,"2,480",1
E01005640,"4,329",2,"4,252",2,"8,701",3
E01005641,"7,693",3,"10,212",4,"4,997",2
E01005642,"23,627",8,"21,262",7,"19,612",6
E01005643,"18,110",6,"14,837",5,"20,738",7
E01005644,"19,985",7,"18,331",6,"18,229",6
E01005645,"26,489",9,"19,992",7,"21,771",7
E01005646,"14,045",5,"23,400",8,"8,163",3
E01005647,"16,282",5,"24,309",8,"12,569",4
E01005648,"14,002",5,"16,554",6,"13,224",5
E01005649,"17,249",6,"23,281",8,"13,810",5
E01005650,"4,207",2,"17,557",6,"3,668",2
E01005651,"6,046",2,"15,986",5,"7,513",3
E01005652,"3,786",2,"2,233",1,"5,354",2
E01005653,543,1,377,1,"2,444",1
E01005654,"4,396",2,"2,084",1,"5,421",2
E01005655,"1,494",1,"3,454",2,443,1
E01005656,"2,621",1,"2,417",1,"9,272",3
E01005657,"1,482",1,822,1,"3,812",2
E01005658,177,1,459,1,"1,536",1
E01005659,"3,507",2,"4,182",2,"4,729",2
E01005660,655,1,"1,182",1,"1,077",1
E01005661,"4,026",2,"4,892",2,"6,664",3
E01005662,926,1,"1,137",1,"2,182",1
E01005663,"3,383",2,"2,722",1,"7,451",3
E01005664,638,1,403,1,"2,384",1
E01005665,201,1,283,1,"3,428",2
E01005667,"1,087",1,"1,139",1,430,1
E01005670,"3,816",2,"6,586",3,"3,443",2
E01005671,"4,636",2,"6,305",2,"5,491",2
E01005672,"10,254",4,"10,979",4,"13,056",4
E01005673,"10,762",4,"9,994",4,"13,657",5
E01005674,"6,498",2,"7,580",3,"8,227",3
E01005675,"9,000",3,"13,306",5,"17,105",6
E01005676,"22,438",7,"29,387",9,"25,810",8
E01005677,"12,922",4,"12,877",4,"15,882",5
E01005678,"3,510",2,"6,100",2,"6,225",2
E01005679,"1,536",1,"2,895",1,"4,900",2
E01005680,280,1,175,1,"2,158",1
E01005681,"1,872",1,326,1,"1,473",1
E01005682,93,1,360,1,768,1
E01005683,175,1,62,1,680,1
E01005686,"7,240",3,"6,404",2,"15,249",5
E01005687,"11,105",4,"8,276",3,"13,610",5
E01005688,"13,754",5,"10,394",4,"20,907",7
E01005689,"1,908",1,"2,229",1,"3,866",2
E01005690,"10,401",4,"15,062",5,"13,206",5
E01005691,"20,605",7,"22,268",7,"21,318",7
E01005692,"1,906",1,"5,672",2,"4,784",2
E01005693,"17,760",6,"22,247",7,"17,004",6
E01005694,"18,323",6,"21,713",7,"22,773",7
E01005695,"26,472",9,"32,599",10,"30,387",10
E01005696,"12,510",4,"13,905",5,"15,358",5
E01005697,"23,353",8,"28,584",9,"21,009",7
E01005698,"1,450",1,"1,145",1,"4,432",2
E01005699,"19,255",6,"30,052",10,"22,041",7
E01005700,"9,951",4,"8,208",3,"15,052",5
E01005701,"22,474",7,"22,759",7,"21,465",7
E01005702,"6,320",2,"6,627",3,"10,222",4
E01005703,819,1,"1,032",1,"3,328",2
E01005704,"5,425",2,"5,524",2,"9,366",3
E01005705,"10,437",4,"12,456",4,"10,075",4
E01005706,"1,732",1,"3,242",1,"5,204",2
E01005707,"2,119",1,"5,492",2,"7,197",3
E01005708,"3,341",2,"7,368",3,"5,730",2
E01005709,999,1,286,1,"2,773",1
E01005710,"8,582",3,"11,693",4,"15,696",5
E01005711,"14,334",5,"14,321",5,"22,520",7
E01005712,"7,661",3,"5,125",2,"10,307",4
E01005713,"25,771",8,"24,806",8,"29,525",9
E01005714,"3,906",2,"4,850",2,"7,433",3
E01005715,"20,639",7,"22,753",7,"24,693",8
E01005716,"30,096",10,"26,103",8,"32,349",10
E01005717,"30,420",10,"32,372",10,"31,102",10
E01005718,"8,920",3,"14,403",5,"9,275",3
E01005719,"7,352",3,"10,505",4,"3,211",1
E01005720,"5,360",2,"5,235",2,"7,108",3
E01005721,"3,213",1,"4,394",2,"7,616",3
E01005722,"2,012",1,677,1,"4,534",2
E01005723,"2,117",1,"2,890",1,"2,720",1
E01005724,"11,256",4,"32,445",10,"16,395",5
E01005725,"1,537",1,"1,591",1,"2,679",1
E01005726,"7,746",3,"10,595",4,"13,506",5
E01005727,"9,531",3,"4,105",2,"11,414",4
E01005728,"12,998",4,"20,522",7,"17,207",6
E01005729,214,1,215,1,"2,515",1
E01005730,"11,673",4,"16,045",5,"12,484",4
E01005731,"3,223",1,"2,360",1,"6,108",2
E01005732,"3,385",2,"9,183",3,"6,618",3
E01005733,"1,826",1,"2,477",1,"6,646",3
E01005734,"15,416",5,"14,332",5,"8,186",3
E01005735,"25,272",8,"27,590",9,"27,245",9
E01005736,"26,398",9,"30,713",10,"25,744",8
E01005737,"25,203",8,"32,582",10,"30,082",10
E01005738,"25,020",8,"31,903",10,"28,677",9
E01005739,"30,793",10,"31,975",10,"28,747",9
E01005740,"29,446",9,"32,138",10,"26,057",8
E01005741,"29,947",10,"32,603",10,"28,880",9
E01005742,"26,329",9,"22,981",7,"20,688",7
E01005743,"14,712",5,"18,866",6,"23,688",8
E01005744,"5,036",2,"8,382",3,"9,895",4
E01005745,"13,694",5,"13,716",5,"17,776",6
E01005746,"1,224",1,"1,865",1,"2,840",1
E01005747,"24,524",8,"19,768",7,"27,652",9
E01005748,"29,413",9,"28,701",9,"30,653",10
E01005749,"20,013",7,"18,694",6,"20,957",7
E01005750,"13,526",5,"18,241",6,"16,718",6
E01005751,"10,058",4,"11,714",4,"10,955",4
E01005752,"7,794",3,"6,464",2,"6,800",3
E01005753,781,1,708,1,"4,780",2
E01005754,69,1,72,1,707,1
E01005755,776,1,844,1,"3,585",2
E01005756,90,1,141,1,"4,033",2
E01005757,"6,871",3,"14,715",5,"10,744",4
E01005758,193,1,937,1,"1,752",1
E01005759,"12,711",4,"15,169",5,"15,828",5
E01005760,"6,686",3,"11,882",4,"3,037",1
E01005761,"7,003",3,"7,351",3,"7,298",3
E01005762,535,1,586,1,"1,674",1
E01005763,"4,403",2,"4,424",2,"7,833",3
E01005764,"6,517",2,"6,809",3,"9,125",3
E01005765,"20,681",7,"26,285",9,"22,327",7
E01005766,"2,087",1,"8,017",3,"2,272",1
E01005767,"22,791",7,"22,827",7,"25,018",8
E01005768,"23,818",8,"28,939",9,"23,843",8
E01005769,"21,356",7,"25,185",8,"14,242",5
E01005770,"24,094",8,"29,778",10,"14,421",5
E01005771,"21,247",7,"26,117",8,"19,823",7
E01005772,"20,408",7,"24,963",8,"18,965",6
E01005773,"16,090",5,"28,037",9,"18,009",6
E01005774,"3,347",2,"11,096",4,"6,049",2
E01005775,"25,845",8,"29,289",9,"20,066",7
E01005776,"24,221",8,"27,157",9,"25,123",8
E01005777,"14,157",5,"12,375",4,"13,466",5
E01005778,"20,398",7,"21,467",7,"17,336",6
E01005779,"14,836",5,"19,076",6,"23,859",8
E01005780,"18,051",6,"27,880",9,"12,773",4
E01005781,"2,613",1,"5,530",2,"4,000",2
E01005782,"23,073",8,"27,443",9,"22,649",7
E01005783,"19,772",7,"14,526",5,"23,312",8
E01005784,"26,042",8,"25,682",8,"26,484",9
E01005785,"25,497",8,"23,739",8,"27,077",9
E01005786,"28,469",9,"28,426",9,"25,234",8
E01005787,"31,427",10,"32,575",10,"29,104",9
E01005788,"28,799",9,"25,566",8,"28,230",9
E01005789,"30,424",10,"32,137",10,"25,356",8
E01005790,"13,871",5,"19,522",6,"11,896",4
E01005791,"21,589",7,"20,907",7,"17,099",6
E01005792,"32,508",10,"32,731",10,"32,601",10
E01005793,"25,474",8,"20,564",7,"22,403",7
E01005794,"32,315",10,"27,588",9,"31,780",10
E01005795,"30,443",10,"23,537",8,"26,532",9
E01005796,"31,401",10,"29,578",10,"28,420",9
E01005797,"8,240",3,"8,641",3,"6,728",3
E01005798,"9,674",3,"21,962",7,"11,518",4
E01005799,"2,053",1,"2,409",1,"2,580",1
E01005800,"22,173",7,"21,843",7,"15,720",5
E01005801,"17,661",6,"18,317",6,"14,447",5
E01005802,"27,762",9,"32,057",10,"20,538",7
E01005803,"29,449",9,"31,851",10,"25,203",8
E01005804,"11,192",4,"11,703",4,"18,114",6
E01005805,"30,554",10,"31,479",10,"22,453",7
E01005806,"29,479",9,"28,098",9,"30,573",10
E01005807,"31,567",10,"28,821",9,"26,763",9
E01005808,"30,904",10,"31,788",10,"30,268",10
E01005809,"28,746",9,"23,974",8,"26,062",8
E01005810,"26,599",9,"28,322",9,"28,495",9
E01005811,"29,765",10,"32,564",10,"24,975",8
E01005812,"32,318",10,"31,941",10,"31,163",10
E01005813,"28,059",9,"26,894",9,"29,227",9
E01005814,"29,672",10,"31,167",10,"28,684",9
E01005815,"30,885",10,"29,282",9,"29,561",10
E01005816,"10,580",4,"6,374",2,"9,886",4
E01005817,"4,991",2,"6,339",2,"5,311",2
E01005818,"6,108",2,"4,763",2,"13,075",4
E01005819,"20,078",7,"24,118",8,"23,068",8
E01005820,"11,867",4,"14,545",5,"10,858",4
E01005821,"12,723",4,"16,054",5,"17,681",6
E01005822,"1,045",1,445,1,"1,578",1
E01005823,"9,052",3,"10,192",4,"10,850",4
E01005824,"15,441",5,"17,920",6,"19,815",7
E01005825,"16,162",5,"18,190",6,"11,415",4
E01005826,"2,434",1,"3,471",2,"6,248",2
E01005827,"20,431",7,"26,346",9,"18,832",6
E01005828,426,1,"1,103",1,"1,830",1
E01005829,"4,209",2,"7,060",3,"12,097",4
E01005830,"19,234",6,"25,945",8,"17,880",6
E01005831,"14,989",5,"15,945",5,"18,605",6
E01005832,"15,775",5,"24,193",8,"21,685",7
E01005833,"9,330",3,"14,816",5,"11,816",4
E01005834,"10,197",4,"11,404",4,"7,671",3
E01005835,"26,897",9,"26,423",9,"27,895",9
E01005836,"19,058",6,"19,663",6,"18,723",6
E01005837,"23,634",8,"24,258",8,"19,141",6
E01005838,"12,085",4,"10,600",4,"12,453",4
E01005839,"30,737",10,"32,546",10,"29,227",9
E01005840,"11,037",4,"15,379",5,"11,632",4
E01005841,"21,912",7,"20,107",7,"24,574",8
E01005842,"26,524",9,"25,904",8,"32,008",10
E01005843,"26,606",9,"30,507",10,"25,152",8
E01005844,"20,173",7,"25,077",8,"22,072",7
E01005845,"18,335",6,"20,398",7,"24,337",8
E01005846,"19,829",7,"16,097",5,"15,648",5
E01005847,"21,800",7,"19,434",6,"19,593",6
E01005848,"26,515",9,"31,043",10,"26,460",9
E01005849,"27,251",9,"21,481",7,"23,035",8
E01005850,"11,805",4,"13,430",5,"11,135",4
E01005851,"21,831",7,"19,963",7,"22,518",7
E01005852,"24,855",8,"27,740",9,"13,953",5
E01005853,"9,720",3,"10,404",4,"6,286",2
E01005854,"27,553",9,"29,960",10,"25,183",8
E01005855,"26,278",9,"29,494",9,"26,532",9
E01005856,"20,810",7,"26,147",8,"18,676",6
E01005857,"17,495",6,"13,601",5,"15,542",5
E01005858,"21,827",7,"24,393",8,"20,094",7
E01005859,"14,743",5,"28,957",9,"10,696",4
E01005860,"28,551",9,"30,329",10,"23,555",8
E01005861,"17,861",6,"22,777",7,"12,168",4
E01005862,"25,739",8,"26,666",9,"18,961",6
E01005863,"18,451",6,"32,069",10,"17,268",6
E01005864,"27,890",9,"32,737",10,"24,715",8
E01005865,"25,835",8,"27,072",9,"32,194",10
E01005866,"12,743",4,"31,096",10,"7,766",3
E01005867,"25,508",8,"30,263",10,"18,411",6
E01005868,"22,526",7,"24,271",8,"18,337",6
E01005869,"19,911",7,"19,892",7,"13,181",5
E01005870,"9,302",3,"14,929",5,"14,287",5
E01005871,"11,108",4,"13,445",5,"12,707",4
E01005872,"7,108",3,"12,828",4,"11,595",4
E01005873,"15,604",5,"17,399",6,"17,249",6
E01005874,"1,959",1,"3,146",1,"3,438",2
E01005875,"18,741",6,"20,799",7,"21,426",7
E01005876,"13,365",5,"10,794",4,"13,380",5
E01005877,"10,286",4,"11,235",4,"13,632",5
E01005878,"7,679",3,"8,530",3,"6,983",3
E01005879,"13,685",5,"12,306",4,"12,255",4
E01005880,"24,385",8,"26,419",9,"22,816",7
E01005881,"32,324",10,"31,727",10,"32,523",10
E01005882,"27,684",9,"28,459",9,"27,800",9
E01005883,"30,624",10,"32,638",10,"32,511",10
E01005884,"30,131",10,"30,971",10,"32,340",10
E01005885,"16,749",6,"26,893",9,"16,025",5
E01005886,"5,071",2,"8,498",3,"6,759",3
E01005887,"3,825",2,"5,129",2,"5,932",2
E01005888,"11,137",4,"8,965",3,"11,938",4
E01005889,"6,512",2,"7,064",3,"5,966",2
E01005890,"5,321",2,"3,404",2,"7,082",3
E01005891,"21,760",7,"20,707",7,"28,345",9
E01005892,"10,130",4,"10,692",4,"10,812",4
E01005893,"8,439",3,"11,100",4,"7,518",3
E01005894,"12,488",4,"16,893",6,"10,845",4
E01005895,"11,207",4,"10,681",4,"9,529",3
E01005896,"10,649",4,"8,238",3,"17,983",6
E01005897,"9,779",3,"10,353",4,"12,047",4
E01005898,"14,780",5,"15,508",5,"17,361",6
E01005899,"15,729",5,"20,033",7,"18,679",6
E01005900,"11,444",4,"16,960",6,"13,803",5
E01005901,"18,998",6,"12,783",4,"27,649",9
E01005902,"3,857",2,"7,976",3,"3,128",1
E01005903,"30,094",10,"32,614",10,"31,525",10
E01005904,"27,967",9,"31,913",10,"24,116",8
E01005905,"2,382",1,"4,745",2,"6,841",3
E01005906,"27,332",9,"32,512",10,"30,065",10
E01005907,"28,692",9,"27,494",9,"30,083",10
E01005908,"28,969",9,"30,194",10,"32,321",10
E01005909,"28,135",9,"29,841",10,"26,558",9
E01005910,"11,059",4,"10,447",4,"10,160",4
E01005911,"22,648",7,"28,049",9,"27,175",9
E01005912,"22,096",7,"25,474",8,"22,743",7
E01005913,"24,223",8,"21,172",7,"22,322",7
E01005914,"10,271",4,"14,478",5,"15,862",5
E01005915,"4,688",2,"4,070",2,"7,524",3
E01005916,"9,142",3,"10,905",4,"12,881",4
E01005917,"4,513",2,"3,145",1,"4,336",2
E01005918,58,1,82,1,"2,582",1
E01005919,"2,436",1,"2,230",1,"2,540",1
E01005920,"20,144",7,"16,372",5,"23,354",8
E01005921,"6,634",3,"6,872",3,"4,096",2
E01005922,"14,626",5,"21,598",7,"16,199",5
E01005923,"32,503",10,"32,702",10,"30,863",10
E01005924,"32,268",10,"32,698",10,"32,312",10
E01005925,"29,852",10,"25,068",8,"21,153",7
E01005926,"29,004",9,"30,286",10,"31,795",10
E01005927,"31,047",10,"31,294",10,"27,914",9
E01005928,"10,205",4,"13,612",5,"10,004",4
E01005929,"31,967",10,"32,022",10,"31,080",10
E01005930,"32,264",10,"32,737",10,"32,789",10
E01005931,"30,755",10,"21,862",7,"25,837",8
E01005932,"32,055",10,"25,007",8,"32,507",10
E01005933,"1,765",1,"1,514",1,"6,040",2
E01005934,"8,789",3,"7,318",3,"17,010",6
E01005935,537,1,"1,203",1,"3,557",2
E01005936,"17,245",6,"17,978",6,"24,732",8
E01005937,"5,599",2,"5,601",2,"16,270",5
E01005938,"6,305",2,"5,525",2,"22,242",7
E01005939,"19,627",6,"14,654",5,"24,505",8
E01005940,"14,007",5,"11,603",4,"15,839",5
E01005941,"1,869",1,"3,360",2,"3,402",2
E01005942,"13,942",5,"15,024",5,"16,620",6
E01005943,"10,559",4,"12,553",4,"13,058",4
E01005944,"12,599",4,"17,027",6,"18,803",6
E01005945,"1,913",1,"1,814",1,"6,931",3
E01005946,"4,698",2,"7,196",3,"9,316",3
E01005947,912,1,"2,025",1,"5,569",2
E01005948,547,1,"3,679",2,"2,025",1
E01005949,"4,627",2,"12,311",4,"5,496",2
E01005950,"4,002",2,"6,180",2,890,1
E01005951,"4,762",2,"3,459",2,"6,849",3
E01005952,237,1,340,1,525,1
E01005953,"2,509",1,"6,142",2,"3,741",2
E01005954,"5,945",2,"10,492",4,"4,034",2
E01005955,"25,638",8,"24,725",8,"19,840",7
E01005956,"13,569",5,"15,230",5,"16,094",5
E01005957,"10,195",4,"9,869",4,"15,961",5
E01005958,"4,482",2,"4,140",2,"4,013",2
E01005959,"3,015",1,"5,290",2,"7,393",3
E01005960,"3,313",2,"5,452",2,"5,714",2
E01005961,"17,186",6,"23,843",8,"15,737",5
E01005962,"14,803",5,"24,646",8,"14,087",5
E01005963,"15,588",5,"16,625",6,"13,480",5
E01005964,"14,076",5,"13,583",5,"22,482",7
E01005965,"4,176",2,"5,830",2,"5,371",2
E01005966,"6,418",2,"5,314",2,"8,515",3
E01005967,"3,048",1,"3,608",2,"5,272",2
E01005968,"15,672",5,"22,174",7,"18,802",6
E01005969,"16,596",6,"16,644",6,"19,992",7
E01005970,"18,032",6,"29,908",10,"23,684",8
E01005971,"10,829",4,"7,277",3,"13,426",5
E01005972,"5,658",2,"10,751",4,"11,928",4
E01005973,"16,507",6,"22,778",7,"19,177",6
E01005974,"4,104",2,"9,986",4,"11,007",4
E01005975,"7,120",3,"5,755",2,"11,644",4
E01005976,"4,356",2,"5,697",2,"6,173",2
E01005977,"14,096",5,"14,560",5,"16,806",6
E01005978,"4,949",2,"5,605",2,"7,694",3
E01005979,"9,800",3,"14,984",5,"15,905",5
E01005980,"5,436",2,"7,830",3,"8,225",3
E01005981,"3,100",1,"3,906",2,"3,385",2
E01005982,"5,319",2,"6,670",3,"13,616",5
E01005983,"22,075",7,"23,846",8,"25,383",8
E01005984,"2,732",1,"4,519",2,"5,868",2
E01005985,"19,425",6,"26,416",9,"21,173",7
E01005986,"9,527",3,"13,184",5,"16,031",5
E01005987,"19,189",6,"23,815",8,"19,379",6
E01005988,"24,354",8,"22,855",7,"24,718",8
E01005989,"20,889",7,"28,157",9,"26,244",8
E01005990,"17,984",6,"20,319",7,"19,680",6
E01005991,"12,763",4,"16,875",6,"10,387",4
E01005992,"6,792",3,"5,227",2,"8,773",3
E01005993,"14,774",5,"15,775",5,"11,280",4
E01005994,"9,862",4,"5,544",2,"11,752",4
E01005995,"22,179",7,"21,626",7,"20,664",7
E01005996,"10,915",4,"10,372",4,"16,775",6
E01005997,"8,974",3,"13,087",4,"13,920",5
E01005998,"7,018",3,"9,025",3,"16,304",5
E01005999,"3,769",2,"4,468",2,"5,662",2
E01006000,"2,516",1,"1,795",1,"7,042",3
E01006001,"10,932",4,"11,196",4,"16,263",5
E01006002,"9,426",3,"9,491",3,"9,880",4
E01006003,"8,877",3,"6,236",2,"13,669",5
E01006004,"14,095",5,"15,863",5,"18,478",6
E01006005,"2,310",1,845,1,"5,951",2
E01006006,"14,186",5,"6,070",2,"18,477",6
E01006007,"7,378",3,"10,804",4,"11,581",4
E01006008,"14,264",5,"15,251",5,"16,306",5
E01006009,"9,178",3,"6,115",2,"20,755",7
E01006010,"3,893",2,"8,398",3,"5,250",2
E01006011,"2,651",1,"4,108",2,"6,163",2
E01006012,"10,021",4,"8,758",3,"13,378",5
E01006013,"12,995",4,"16,250",5,"17,158",6
E01006014,"7,086",3,"5,119",2,"11,986",4
E01006015,"22,810",7,"27,543",9,"24,761",8
E01006016,775,1,"1,354",1,"4,833",2
E01006017,"27,589",9,"24,555",8,"30,816",10
E01006018,"23,904",8,"21,388",7,"28,113",9
E01006019,"1,322",1,"7,007",3,"2,355",1
E01006020,"7,278",3,"6,653",3,"9,963",4
E01006021,"14,315",5,"15,592",5,"17,721",6
E01006022,"13,145",5,"21,114",7,"11,551",4
E01006023,"2,841",1,"9,518",3,"6,546",2
E01006024,"25,671",8,"28,435",9,"29,207",9
E01006025,593,1,786,1,"3,182",1
E01006026,"10,357",4,"15,933",5,"10,403",4
E01006027,757,1,951,1,"3,317",2
E01006028,"1,633",1,"5,587",2,"2,467",1
E01006029,"5,061",2,"4,285",2,"4,585",2
E01006030,"4,417",2,"8,316",3,"9,055",3
E01006031,"2,417",1,"4,951",2,"2,803",1
E01006032,"3,759",2,"4,013",2,"6,657",3
E01006033,"4,276",2,"6,967",3,"7,512",3
E01006034,"6,059",2,"6,333",2,"7,536",3
E01006035,"7,325",3,"15,068",5,"8,941",3
E01006036,"4,787",2,"6,066",2,"13,254",5
E01006037,"24,479",8,"25,868",8,"26,678",9
E01006038,"16,605",6,"19,016",6,"20,758",7
E01006039,"5,542",2,"7,127",3,"6,738",3
E01006040,"2,557",1,"6,433",2,"1,470",1
E01006041,"8,014",3,"6,887",3,"12,828",4
E01006042,"18,187",6,"25,153",8,"16,898",6
E01006043,"9,439",3,"13,962",5,"15,060",5
E01006044,"11,358",4,"18,322",6,"18,671",6
E01006045,"22,973",7,"28,075",9,"30,829",10
E01006046,"21,547",7,"24,202",8,"21,519",7
E01006047,"10,634",4,"10,010",4,"15,086",5
E01006048,"17,948",6,"25,495",8,"19,730",7
E01006049,"10,096",4,"12,911",4,"15,658",5
E01006050,750,1,638,1,"4,272",2
E01006051,"15,706",5,"15,334",5,"18,438",6
E01006052,"1,700",1,394,1,"4,079",2
E01006053,"21,552",7,"22,956",7,"22,820",7
E01006054,"4,572",2,"6,486",2,"7,850",3
E01006055,"16,142",5,"16,883",6,"16,722",6
E01006056,"2,149",1,"3,094",1,"3,183",1
E01006057,"20,087",7,"18,746",6,"19,663",6
E01006058,"12,959",4,"17,826",6,"14,809",5
E01006059,"20,599",7,"19,874",7,"17,801",6
E01006060,"1,841",1,"5,735",2,"8,233",3
E01006061,"8,012",3,"4,989",2,"9,544",3
E01006062,"29,469",9,"29,639",10,"29,849",10
E01006063,"19,873",7,"26,686",9,"23,453",8
E01006064,"1,604",1,"4,740",2,"4,905",2
E01006065,"3,104",1,302,1,"13,975",5
E01006066,"4,766",2,"8,627",3,"11,802",4
E01006067,"23,856",8,"26,670",9,"25,607",8
E01006068,"6,127",2,"12,763",4,"6,990",3
E01006069,"3,707",2,"1,566",1,"5,301",2
E01006070,"14,697",5,"21,850",7,"18,158",6
E01006071,"25,421",8,"30,544",10,"28,745",9
E01006072,"31,662",10,"28,703",9,"32,277",10
E01006073,"5,653",2,"3,652",2,"8,344",3
E01006074,"14,785",5,"15,114",5,"8,709",3
E01006075,"28,986",9,"30,841",10,"20,899",7
E01006076,"27,808",9,"21,712",7,"27,891",9
E01006077,"22,392",7,"24,093",8,"15,581",5
E01006078,"23,992",8,"23,187",8,"12,261",4
E01006079,"31,380",10,"23,869",8,"28,797",9
E01006080,"27,407",9,"30,710",10,"22,145",7
E01006081,"32,057",10,"31,052",10,"32,699",10
E01006082,"32,296",10,"30,992",10,"32,692",10
E01006083,"31,618",10,"32,761",10,"32,324",10
E01006084,"31,472",10,"32,805",10,"27,596",9
E01006085,"32,534",10,"32,436",10,"28,982",9
E01006086,"26,761",9,"18,697",6,"19,441",6
E01006087,"22,793",7,"30,579",10,"26,904",9
E01006088,"27,006",9,"31,926",10,"22,272",7
E01006089,"22,478",7,"24,772",8,"18,651",6
E01006090,"25,538",8,"31,563",10,"24,787",8
E01006091,"27,571",9,"25,619",8,"19,407",6
E01006092,"7,100",3,"8,267",3,"5,002",2
E01006093,"31,007",10,"31,267",10,"23,457",8
E01006094,"29,428",9,"30,049",10,"26,797",9
E01006095,"26,966",9,"25,484",8,"22,878",7
E01006096,"31,677",10,"31,553",10,"28,118",9
E01006097,"30,124",10,"29,034",9,"22,965",7
E01006098,"31,575",10,"32,230",10,"29,635",10
E01006099,"22,700",7,"27,684",9,"21,279",7
E01006100,"25,198",8,"32,118",10,"19,755",7
E01006101,"31,319",10,"32,767",10,"30,317",10
E01006102,"24,007",8,"27,495",9,"13,719",5
E01006103,"32,061",10,"31,672",10,"27,612",9
E01006104,"7,094",3,"7,052",3,"11,575",4
E01006105,"2,097",1,"1,754",1,"3,380",2
E01006106,"7,197",3,"4,921",2,"8,605",3
E01006107,"4,030",2,"4,097",2,"7,610",3
E01006108,490,1,805,1,"3,356",2
E01006109,"1,726",1,"4,960",2,709,1
E01006110,"10,527",4,"6,674",3,"4,709",2
E01006111,"5,086",2,"2,730",1,477,1
E01006112,"3,436",2,"4,681",2,298,1
E01006113,"12,625",4,"16,362",5,"3,268",1
E01006114,"8,268",3,"5,369",2,"2,741",1
E01006115,"7,568",3,"10,687",4,"3,005",1
E01006116,"23,461",8,"28,032",9,"22,749",7
E01006117,"29,209",9,"31,334",10,"28,179",9
E01006118,"13,887",5,"14,154",5,"8,118",3
E01006119,"26,835",9,"24,426",8,"25,840",8
E01006120,"27,739",9,"29,975",10,"29,383",9
E01006121,"15,860",5,"21,548",7,"18,061",6
E01006122,"25,535",8,"26,835",9,"27,136",9
E01006123,"25,564",8,"27,955",9,"26,754",9
E01006124,"30,034",10,"29,616",10,"29,767",10
E01006125,"19,817",7,"17,535",6,"19,824",7
E01006126,"7,261",3,"7,058",3,"7,949",3
E01006127,"20,137",7,"22,010",7,"20,290",7
E01006128,"24,394",8,"26,134",8,"25,304",8
E01006129,"14,198",5,"20,770",7,"16,513",6
E01006130,"25,085",8,"27,165",9,"13,576",5
E01006131,"25,752",8,"25,508",8,"24,134",8
E01006132,"19,504",6,"21,526",7,"13,490",5
E01006133,"24,512",8,"25,085",8,"23,935",8
E01006134,"32,085",10,"32,365",10,"32,575",10
E01006135,"31,230",10,"28,452",9,"32,104",10
E01006136,"31,745",10,"29,531",9,"28,273",9
E01006137,"31,956",10,"32,184",10,"28,639",9
E01006138,"21,762",7,"18,525",6,"17,225",6
E01006139,"32,098",10,"32,382",10,"25,912",8
E01006140,"27,848",9,"28,571",9,"19,803",7
E01006141,"11,489",4,"11,706",4,"12,822",4
E01006142,"14,251",5,"11,495",4,"11,003",4
E01006143,"19,034",6,"27,767",9,"19,903",7
E01006144,"2,202",1,"4,133",2,"3,144",1
E01006145,"7,340",3,"6,527",2,"4,640",2
E01006146,"18,506",6,"20,171",7,"11,898",4
