LSOA,IMD rank,IMD decile,IDACI rank,IDACI decile,IDAOPI rank,IDAOPI decile
E01005012,"9,123",3,"5,023",2,"11,560",4
E01005013,"7,674",3,"5,928",2,"7,214",3
E01005014,"19,788",7,"21,308",7,"19,306",6
E01005015,"8,727",3,"3,723",2,"7,581",3
E01005016,"22,300",7,"26,028",8,"21,147",7
E01005017,"24,144",8,"27,558",9,"17,366",6
E01005018,"16,356",5,"21,691",7,"14,670",5
E01005019,"27,609",9,"25,726",8,"29,459",9
E01005020,"31,406",10,"31,811",10,"32,113",10
E01005021,"30,328",10,"30,691",10,"26,327",9
E01005022,"29,555",9,"28,447",9,"30,054",10
E01005023,"22,122",7,"25,322",8,"17,111",6
E01005024,"1,199",1,"5,099",2,609,1
E01005025,"10,836",4,"12,226",4,"12,981",4
E01005026,"6,925",3,"11,105",4,"2,504",1
E01005027,"4,929",2,"6,425",2,"7,300",3
E01005028,"4,173",2,"7,010",3,"3,245",1
E01005029,"10,181",4,"17,131",6,"10,591",4
E01005030,"3,520",2,"3,534",2,"5,840",2
E01005031,"7,390",3,"3,125",1,"13,364",5
E01005032,"3,560",2,"1,292",1,"6,651",3
E01005033,"20,168",7,"27,538",9,"22,353",7
E01005034,"8,050",3,"23,273",8,"13,287",5
E01005035,"11,837",4,"25,751",8,"14,225",5
E01005036,"9,470",3,"14,572",5,"6,025",2
E01005037,"17,903",6,"21,877",7,"18,241",6
E01005038,"26,753",9,"29,941",10,"22,791",7
E01005039,"6,638",3,"3,010",1,"5,635",2
E01005040,"16,031",5,"19,237",6,"10,667",4
E01005041,"19,693",6,"18,756",6,"10,897",4
E01005042,"20,305",7,"24,229",8,"20,486",7
E01005043,"23,916",8,"29,608",10,"15,802",5
E01005044,"16,252",5,"30,540",10,"9,180",3
E01005045,"12,690",4,"14,991",5,"11,441",4
E01005046,"31,017",10,"27,167",9,"31,047",10
E01005047,"26,337",9,"32,290",10,"27,304",9
E01005048,"32,455",10,"31,980",10,"32,490",10
E01005049,"26,224",8,"19,613",6,"24,557",8
E01005050,"25,423",8,"21,365",7,"16,968",6
E01005051,"22,352",7,"23,481",8,"12,423",4
E01005052,"28,342",9,"32,392",10,"30,191",10
E01005053,"17,560",6,"19,582",6,"22,454",7
E01005054,"18,590",6,"14,932",5,"21,391",7
E01005055,"27,211",9,"25,129",8,"25,902",8
E01005056,"21,738",7,"22,916",7,"22,094",7
E01005057,"19,232",6,"11,106",4,"20,007",7
E01005058,"24,086",8,"28,427",9,"27,722",9
E01005059,"9,198",3,"9,974",4,"9,338",3
E01005060,"17,457",6,"17,966",6,"16,196",5
E01005061,724,1,807,1,76,1
E01005062,"11,725",4,"15,547",5,722,1
E01005063,"1,101",1,"2,220",1,125,1
E01005065,"1,994",1,"3,389",2,278,1
E01005066,"5,152",2,"7,915",3,229,1
E01005067,263,1,"2,583",1,781,1
E01005068,"1,708",1,"2,427",1,"3,024",1
E01005069,"17,074",6,"22,941",7,"14,731",5
E01005070,"2,275",1,"3,620",2,"3,146",1
E01005071,"3,410",2,"5,717",2,"4,427",2
E01005072,"3,619",2,"8,563",3,"1,582",1
E01005073,"10,218",4,"16,149",5,"19,738",7
E01005074,"1,764",1,539,1,"4,857",2
E01005075,"2,944",1,"3,676",2,"2,377",1
E01005076,"14,112",5,"31,968",10,"1,769",1
E01005077,"1,154",1,802,1,894,1
E01005078,"19,549",6,"29,606",10,"8,025",3
E01005079,"7,315",3,"11,243",4,"6,393",2
E01005081,"1,557",1,"4,402",2,"1,087",1
E01005082,"3,023",1,"5,438",2,"1,817",1
E01005083,"19,819",7,"30,416",10,"4,908",2
E01005084,"10,022",4,"7,485",3,"9,358",3
E01005085,"1,370",1,575,1,"2,787",1
E01005086,463,1,323,1,"1,335",1
E01005087,722,1,915,1,"1,594",1
E01005088,189,1,220,1,963,1
E01005089,312,1,297,1,"2,205",1
E01005090,142,1,534,1,776,1
E01005091,"2,104",1,"2,168",1,"1,512",1
E01005092,653,1,"2,098",1,"2,652",1
E01005093,821,1,"1,561",1,"1,650",1
E01005094,808,1,"2,956",1,"2,283",1
E01005097,572,1,434,1,664,1
E01005098,"1,245",1,"2,246",1,"2,858",1
E01005099,514,1,880,1,"1,853",1
E01005100,"3,788",2,"1,472",1,"7,900",3
E01005101,"1,838",1,"3,810",2,"3,089",1
E01005102,"7,009",3,"5,682",2,"17,405",6
E01005103,"1,065",1,456,1,"1,261",1
E01005104,"2,842",1,"3,160",1,"3,794",2
E01005105,"4,832",2,"6,596",3,180,1
E01005106,"1,799",1,"2,342",1,"2,333",1
E01005107,"1,003",1,"5,537",2,"1,026",1
E01005108,"1,593",1,"2,149",1,"2,360",1
E01005111,"5,619",2,"7,105",3,"7,208",3
E01005112,"3,130",1,"1,973",1,"8,831",3
E01005113,"1,148",1,"3,448",2,"3,878",2
E01005114,"16,790",6,"19,079",6,"16,917",6
E01005115,"7,234",3,"8,698",3,"8,961",3
E01005116,"8,987",3,"10,968",4,"6,032",2
E01005117,"1,293",1,"2,777",1,986,1
E01005118,"9,160",3,"13,812",5,"10,820",4
E01005119,"2,505",1,"5,812",2,"2,951",1
E01005120,"8,514",3,"10,531",4,"4,659",2
E01005121,"2,046",1,"3,638",2,"1,347",1
E01005122,"3,597",2,"2,833",1,"2,791",1
E01005123,"1,270",1,"2,625",1,"2,837",1
E01005124,"2,592",1,"2,871",1,"1,947",1
E01005125,"3,777",2,"2,101",1,"2,961",1
E01005126,"11,219",4,"7,281",3,"11,129",4
E01005128,"9,126",3,"29,316",9,"14,940",5
E01005129,919,1,"3,249",1,656,1
E01005130,335,1,"1,404",1,447,1
E01005132,385,1,"1,979",1,420,1
E01005133,487,1,400,1,327,1
E01005135,"1,305",1,475,1,"2,420",1
E01005136,"3,159",1,"6,366",2,"8,771",3
E01005138,140,1,269,1,"2,558",1
E01005139,"7,020",3,"6,474",2,"10,980",4
E01005140,"4,578",2,"8,448",3,"5,651",2
E01005141,223,1,927,1,"2,220",1
E01005142,381,1,"1,329",1,77,1
E01005143,"3,128",1,"5,056",2,61,1
E01005145,"6,521",2,"8,156",3,294,1
E01005146,"4,841",2,"8,328",3,"4,017",2
E01005147,"2,288",1,"2,818",1,49,1
E01005149,"7,656",3,"10,095",4,724,1
E01005150,"9,992",4,"24,361",8,"5,047",2
E01005151,"12,663",4,"29,958",10,"5,287",2
E01005152,"22,064",7,"32,495",10,"11,980",4
E01005153,"15,142",5,"23,987",8,"6,083",2
E01005154,"16,876",6,"30,148",10,"6,950",3
E01005155,"25,023",8,"32,380",10,"15,537",5
E01005156,"19,392",6,"32,414",10,"23,701",8
E01005157,"26,894",9,"29,596",10,"31,331",10
E01005158,"6,619",3,"9,346",3,"2,818",1
E01005159,"18,913",6,"23,025",8,"9,744",3
E01005160,"6,518",2,"13,024",4,"6,313",2
E01005161,"8,341",3,"5,441",2,"14,312",5
E01005162,"7,262",3,"11,944",4,"4,645",2
E01005163,"5,738",2,"10,331",4,"4,074",2
E01005164,"2,631",1,"6,151",2,"1,826",1
E01005165,"1,550",1,"8,298",3,567,1
E01005166,"1,825",1,"6,828",3,748,1
E01005167,"3,171",1,"6,752",3,"1,057",1
E01005168,"15,323",5,"22,152",7,"20,553",7
E01005169,"24,162",8,"31,249",10,"22,741",7
E01005170,"21,889",7,"17,549",6,"20,487",7
E01005171,"7,736",3,"17,758",6,"12,600",4
E01005172,"17,660",6,"30,499",10,"14,143",5
E01005173,"22,586",7,"29,506",9,"17,162",6
E01005174,"25,466",8,"32,541",10,"22,933",7
E01005175,"13,928",5,"26,944",9,"10,244",4
E01005176,"17,748",6,"23,416",8,"10,485",4
E01005177,"19,308",6,"29,199",9,"14,264",5
E01005178,"4,589",2,"5,058",2,"1,979",1
E01005179,"8,197",3,"18,157",6,"3,596",2
E01005180,"1,835",1,"3,692",2,"1,481",1
E01005181,"8,502",3,"10,799",4,"2,018",1
E01005182,"4,451",2,"2,467",1,763,1
E01005183,"1,617",1,"1,656",1,670,1
E01005184,"11,452",4,"12,740",4,"6,087",2
E01005185,"11,792",4,"5,927",2,"2,290",1
E01005186,"1,954",1,"2,685",1,"2,933",1
E01005187,"2,302",1,"3,290",2,"5,898",2
E01005188,"3,610",2,"4,729",2,"13,139",5
E01005189,429,1,"2,661",1,"1,524",1
E01005190,"2,356",1,"3,463",2,"8,624",3
E01005191,"1,499",1,"3,237",1,"2,310",1
E01005192,"3,101",1,"3,274",1,"7,115",3
E01005193,"4,600",2,"6,999",3,"5,604",2
E01005194,"2,778",1,"3,292",2,"1,416",1
E01005195,"1,009",1,"1,001",1,"2,603",1
E01005196,"2,919",1,"4,213",2,970,1
E01005197,822,1,"1,695",1,"2,570",1
E01005198,"1,889",1,"4,457",2,"1,540",1
E01005199,"4,679",2,"6,402",2,"4,107",2
E01005200,"4,338",2,"11,073",4,"5,431",2
E01005201,"1,552",1,"1,171",1,"2,699",1
E01005202,49,1,190,1,283,1
E01005203,100,1,262,1,558,1
E01005205,311,1,395,1,"1,219",1
E01005206,"3,822",2,"8,141",3,"4,692",2
E01005207,"3,633",2,"1,833",1,"11,157",4
E01005208,"12,142",4,"13,631",5,"1,735",1
E01005209,"5,401",2,"5,661",2,699,1
E01005210,"8,745",3,891,1,453,1
E01005212,"8,768",3,"1,667",1,5,1
E01005213,"1,247",1,280,1,90,1
E01005214,"12,301",4,"9,599",3,"3,774",2
E01005215,"8,642",3,"9,013",3,"6,857",3
E01005216,"9,230",3,"13,061",4,"13,457",5
E01005217,"11,929",4,"14,241",5,"10,874",4
E01005218,"8,394",3,"17,795",6,"3,887",2
E01005219,"2,867",1,"9,824",3,"2,012",1
E01005220,"3,755",2,"6,882",3,"4,758",2
E01005221,"5,487",2,"9,228",3,"3,201",1
E01005222,"3,498",2,"6,116",2,"1,148",1
E01005223,"3,272",1,"1,206",1,"6,200",2
E01005224,"3,736",2,"3,424",2,"9,373",3
E01005225,"1,824",1,"1,674",1,"3,888",2
E01005226,"3,085",1,"1,520",1,"11,134",4
E01005227,"1,155",1,"1,319",1,"5,969",2
E01005228,278,1,464,1,"1,212",1
E01005229,"14,521",5,"13,705",5,"24,766",8
E01005230,"2,693",1,"3,768",2,395,1
E01005231,"11,869",4,"10,161",4,"2,084",1
E01005232,"3,239",1,"4,204",2,493,1
E01005233,"3,706",2,"4,025",2,638,1
E01005234,"2,821",1,"6,955",3,119,1
E01005235,"1,779",1,"4,341",2,621,1
E01005236,"3,265",1,"4,384",2,275,1
E01005237,"4,095",2,"11,281",4,91,1
E01005238,"3,868",2,"7,200",3,151,1
E01005239,"1,086",1,"2,371",1,88,1
E01005240,"2,216",1,"1,067",1,728,1
E01005241,"7,872",3,"8,392",3,"3,890",2
E01005242,"2,730",1,"1,565",1,197,1
E01005243,"1,792",1,"1,913",1,62,1
E01005244,"8,203",3,"1,914",1,559,1
E01005245,"1,308",1,601,1,129,1
E01005246,876,1,117,1,115,1
E01005247,"10,970",4,"11,162",4,"16,036",5
E01005248,"12,360",4,"16,405",5,"18,286",6
E01005249,"7,182",3,"11,058",4,"9,200",3
E01005250,"3,419",2,"2,564",1,"6,416",2
E01005251,"2,639",1,"1,144",1,"5,368",2
E01005252,"1,681",1,"2,235",1,"2,249",1
E01005253,"1,601",1,"1,507",1,"6,852",3
E01005254,"12,660",4,"13,299",5,"16,847",6
E01005255,183,1,"1,054",1,"2,239",1
E01005256,"1,207",1,"1,471",1,"3,809",2
E01005257,224,1,404,1,"1,730",1
E01005258,"2,237",1,"2,435",1,"3,143",1
E01005259,169,1,126,1,"2,674",1
E01005260,"6,416",2,"10,344",4,"13,274",5
E01005261,219,1,481,1,951,1
E01005262,"6,090",2,"7,256",3,"4,828",2
E01005263,"4,181",2,"11,724",4,"5,745",2
E01005264,"2,158",1,"1,553",1,"4,224",2
E01005265,"3,217",1,"2,920",1,"5,436",2
E01005266,"2,287",1,"3,630",2,"4,531",2
E01005267,"8,934",3,"20,967",7,"12,904",4
E01005268,"13,449",5,"20,895",7,"11,600",4
E01005269,"14,125",5,"27,929",9,"13,322",5
E01005270,"2,511",1,"1,216",1,"1,922",1
E01005271,"9,660",3,"3,018",1,"6,508",2
E01005272,"1,783",1,"3,691",2,"1,107",1
E01005273,"7,500",3,"5,321",2,"4,746",2
E01005274,"4,123",2,"1,793",1,"3,875",2
E01005275,"16,803",6,"13,138",5,"10,574",4
E01005276,"11,580",4,"21,858",7,"7,991",3
E01005277,"25,774",8,"28,053",9,"20,197",7
E01005278,"9,632",3,"6,181",2,"5,103",2
E01005279,"4,402",2,"1,977",1,"4,089",2
E01005280,"3,933",2,"4,823",2,277,1
E01005281,"12,237",4,"15,195",5,"3,170",1
E01005282,"6,368",2,"10,320",4,"2,207",1
E01005283,"16,988",6,"7,890",3,"3,066",1
E01005284,"8,725",3,"11,085",4,"1,407",1
E01005285,903,1,812,1,144,1
E01005286,"8,342",3,"8,700",3,"4,951",2
E01005287,"1,288",1,"2,931",1,126,1
E01005288,"3,032",1,"1,355",1,756,1
E01005289,576,1,"1,158",1,"1,600",1
E01005290,"1,351",1,"2,707",1,"5,526",2
E01005291,799,1,"2,234",1,"2,001",1
E01005292,"1,268",1,"2,927",1,"2,908",1
E01005293,"10,694",4,"11,401",4,"18,377",6
E01005294,"9,359",3,"17,854",6,"14,517",5
E01005295,"12,039",4,"12,107",4,"8,271",3
E01005296,"14,078",5,"21,864",7,"4,703",2
E01005297,"6,827",3,"8,381",3,"2,978",1
E01005298,"10,866",4,"8,329",3,"1,740",1
E01005299,"12,075",4,"10,793",4,"4,649",2
E01005300,"11,014",4,"15,963",5,"6,978",3
E01005301,"13,417",5,"23,087",8,"9,232",3
E01005302,"7,192",3,"11,312",4,"2,986",1
E01005304,"13,325",5,"18,872",6,"7,153",3
E01005305,"14,853",5,"16,128",5,"9,855",4
E01005306,"18,925",6,"32,458",10,"16,809",6
E01005307,"19,215",6,"20,123",7,"9,965",4
E01005308,"5,664",2,"5,195",2,"4,549",2
E01005309,"9,763",3,"25,994",8,"2,787",1
E01005310,"6,808",3,"1,099",1,"3,006",1
E01005311,"12,456",4,"10,070",4,"5,271",2
E01005312,"9,032",3,"8,561",3,"1,065",1
E01005313,"1,655",1,996,1,"3,321",2
E01005314,"2,173",1,"2,397",1,"2,538",1
E01005315,"1,722",1,"5,405",2,"3,193",1
E01005316,"6,861",3,"5,989",2,"7,827",3
E01005317,"2,567",1,"2,960",1,"3,938",2
E01005318,"3,590",2,"7,808",3,"4,208",2
E01005319,"2,978",1,"3,260",1,"4,880",2
E01005320,"2,902",1,"7,338",3,"4,379",2
E01005321,"1,202",1,"6,132",2,"2,285",1
E01005322,191,1,901,1,"1,516",1
E01005323,"3,979",2,"6,599",3,"7,463",3
E01005324,"2,116",1,"4,768",2,"3,368",2
E01005325,407,1,"1,662",1,"1,396",1
E01005326,"6,132",2,"13,844",5,"2,154",1
E01005327,"11,968",4,"14,915",5,"11,344",4
E01005328,"1,977",1,"7,452",3,"5,859",2
E01005329,"23,750",8,"19,581",6,"24,318",8
E01005330,"22,966",7,"28,097",9,"25,875",8
E01005331,"9,054",3,"5,415",2,"18,479",6
E01005332,"7,799",3,"10,034",4,"11,530",4
E01005333,"26,647",9,"17,254",6,"29,999",10
E01005334,"28,131",9,"31,061",10,"22,521",7
E01005335,"24,226",8,"26,232",8,"27,188",9
E01005336,"25,169",8,"25,133",8,"25,801",8
E01005337,"4,470",2,"5,621",2,"7,266",3
E01005338,"3,057",1,"5,572",2,"2,735",1
E01005339,"23,688",8,"29,688",10,"30,986",10
E01005340,"3,113",1,"6,039",2,"7,969",3
E01005341,"9,556",3,"10,949",4,"13,947",5
E01005342,"2,215",1,"5,114",2,"6,463",2
E01005343,"4,518",2,"5,146",2,"11,209",4
E01005344,"3,129",1,"5,971",2,"5,783",2
E01005345,"17,439",6,"20,668",7,"21,301",7
E01005346,"11,788",4,"14,355",5,"14,064",5
E01005347,"13,170",5,"15,503",5,"21,794",7
E01005348,"2,037",1,"2,778",1,"2,320",1
E01005349,"2,746",1,"6,759",3,12,1
E01005350,86,1,233,1,293,1
E01005351,"3,737",2,"7,321",3,727,1
E01005352,"1,509",1,"2,923",1,"1,439",1
E01005353,568,1,"2,464",1,440,1
E01005354,"5,740",2,"4,166",2,"1,192",1
E01005355,"9,715",3,"18,491",6,"12,682",4
E01005356,"18,402",6,"20,023",7,"18,423",6
E01005357,"24,018",8,"24,553",8,"24,411",8
E01005358,"7,319",3,"4,811",2,"5,614",2
E01005359,"21,986",7,"23,277",8,"26,421",9
E01005360,"8,585",3,"7,603",3,"18,280",6
E01005361,"20,962",7,"19,392",6,"23,917",8
E01005362,"12,034",4,"16,214",5,"21,024",7
E01005363,"6,962",3,"8,114",3,"12,529",4
E01005364,"17,356",6,"18,733",6,"21,672",7
E01005365,"18,328",6,"22,834",7,"25,953",8
E01005366,"5,169",2,"9,286",3,"5,176",2
E01005367,"22,653",7,"22,423",7,"23,820",8
E01005368,"4,218",2,"5,910",2,"7,910",3
E01005369,"3,840",2,"2,073",1,"6,409",2
E01005370,"2,083",1,"4,472",2,"6,541",2
E01005371,"3,451",2,"4,617",2,"16,788",6
E01005372,"6,964",3,"8,614",3,"9,432",3
E01005373,"21,571",7,"25,938",8,"24,848",8
E01005374,"8,791",3,"7,352",3,"12,158",4
E01005375,"21,217",7,"19,132",6,"26,294",9
E01005376,"2,624",1,"3,271",1,"6,590",3
E01005377,524,1,399,1,"2,422",1
E01005378,"5,631",2,"3,557",2,"14,711",5
E01005379,"1,303",1,"1,401",1,"6,030",2
E01005380,"2,039",1,"1,389",1,"2,743",1
E01005381,"1,668",1,"3,997",2,"3,278",1
E01005382,"1,330",1,"1,314",1,"3,071",1
E01005383,"2,984",1,"3,302",2,"4,305",2
E01005386,562,1,"1,179",1,"2,375",1
E01005387,"17,160",6,"13,287",5,"20,123",7
E01005388,"14,041",5,"16,929",6,"14,496",5
E01005389,"2,597",1,"2,294",1,"8,434",3
E01005390,"18,486",6,"22,605",7,"25,791",8
E01005391,"12,323",4,"12,257",4,"20,036",7
E01005392,"3,781",2,"6,863",3,"4,836",2
E01005393,"20,733",7,"20,344",7,"22,825",7
E01005394,"18,747",6,"18,120",6,"27,798",9
E01005395,"18,161",6,"16,620",6,"25,020",8
E01005396,"13,407",5,"10,449",4,"24,597",8
E01005397,"12,856",4,"20,161",7,"18,109",6
E01005398,"13,262",5,"17,596",6,"16,462",6
E01005399,"18,121",6,"16,194",5,"24,394",8
E01005400,"3,658",2,"5,777",2,"11,944",4
E01005401,"22,557",7,"30,934",10,"24,222",8
E01005402,"13,289",5,"13,700",5,"13,777",5
E01005403,"18,386",6,"20,135",7,"21,604",7
E01005406,"27,103",9,"29,963",10,"28,929",9
E01005407,"26,952",9,"26,559",9,"32,268",10
E01005408,"27,745",9,"24,016",8,"24,232",8
E01005409,"25,072",8,"28,885",9,"29,028",9
E01005410,"27,011",9,"27,287",9,"26,232",8
E01005411,"24,294",8,"19,441",6,"19,936",7
E01005412,"28,377",9,"25,471",8,"28,738",9
E01005413,"29,371",9,"28,353",9,"29,009",9
E01005414,"21,087",7,"30,395",10,"28,543",9
E01005415,"20,180",7,"15,059",5,"22,118",7
E01005416,"25,651",8,"26,970",9,"21,863",7
E01005417,"24,694",8,"27,581",9,"28,333",9
E01005418,"26,366",9,"30,320",10,"29,815",10
E01005419,"24,510",8,"22,366",7,"16,742",6
E01005420,"15,730",5,"13,090",4,"10,532",4
E01005421,"5,546",2,"5,878",2,"6,773",3
E01005422,"1,260",1,"1,511",1,"3,512",2
E01005427,"1,346",1,"3,927",2,2,1
E01005428,"1,682",1,"6,715",3,402,1
E01005429,"1,564",1,"3,259",1,239,1
E01005430,"3,144",1,"6,501",2,"3,386",2
E01005431,"5,428",2,"5,723",2,"13,516",5
E01005432,181,1,724,1,"1,213",1
E01005433,129,1,237,1,"4,061",2
E01005434,556,1,"3,796",2,"2,612",1
E01005435,"4,653",2,"9,393",3,"2,383",1
E01005436,"13,062",4,"15,973",5,"17,347",6
E01005437,"6,643",3,"11,433",4,"3,930",2
E01005438,"4,552",2,"5,669",2,"10,694",4
E01005439,"11,236",4,"13,536",5,"19,054",6
E01005440,"8,620",3,"11,311",4,"8,484",3
E01005441,"4,258",2,"9,108",3,"6,150",2
E01005442,"25,601",8,"25,663",8,"27,201",9
E01005443,"24,868",8,"26,013",8,"29,729",10
E01005444,"11,061",4,"8,828",3,"15,075",5
E01005445,"6,769",3,"10,135",4,"4,933",2
E01005446,"11,462",4,"12,889",4,"15,452",5
E01005447,"2,471",1,"5,822",2,"5,850",2
E01005448,283,1,"2,253",1,"1,929",1
E01005449,"3,689",2,"4,257",2,"5,061",2
E01005450,"3,852",2,"9,262",3,"5,541",2
E01005451,"11,338",4,"11,383",4,"16,723",6
E01005452,"21,723",7,"19,132",6,"20,786",7
E01005453,"24,733",8,"22,596",7,"26,823",9
E01005454,"15,814",5,"15,252",5,"13,598",5
E01005455,"14,395",5,"12,873",4,"19,700",6
E01005456,716,1,"1,702",1,"6,397",2
E01005459,"1,057",1,"3,288",2,181,1
E01005460,"4,278",2,"6,045",2,"2,189",1
E01005461,"2,806",1,"7,568",3,92,1
E01005462,"5,739",2,"8,953",3,983,1
E01005463,"2,140",1,"3,731",2,"2,032",1
E01005464,"1,865",1,"1,709",1,"3,829",2
E01005465,"8,480",3,"8,948",3,"9,748",3
E01005466,424,1,704,1,908,1
E01005467,"1,185",1,"2,574",1,"3,519",2
E01005468,"21,545",7,"24,382",8,"28,969",9
E01005469,"9,190",3,"11,299",4,"20,641",7
E01005470,"3,716",2,"4,820",2,"1,678",1
E01005471,"5,064",2,"10,973",4,"4,103",2
E01005472,"2,709",1,"2,440",1,"5,669",2
E01005473,"3,526",2,"6,557",2,"3,009",1
E01005474,"8,895",3,"8,098",3,"19,582",6
E01005475,"2,655",1,"4,412",2,"1,001",1
E01005476,"9,217",3,"13,645",5,"14,157",5
E01005477,"2,929",1,"5,443",2,"8,267",3
E01005478,"9,260",3,"12,281",4,"20,093",7
E01005479,"7,095",3,"9,580",3,"14,687",5
E01005480,"6,853",3,"11,786",4,"10,296",4
E01005481,"8,980",3,"13,529",5,"8,586",3
E01005482,31,1,"2,128",1,681,1
E01005483,205,1,"2,181",1,"1,173",1
E01005484,437,1,"1,770",1,187,1
E01005485,969,1,"5,362",2,141,1
E01005486,"1,654",1,"5,680",2,"1,963",1
E01005487,"3,050",1,"6,489",2,"2,304",1
E01005488,"24,714",8,"25,643",8,"24,100",8
E01005489,"14,475",5,"12,294",4,"29,000",9
E01005490,"3,122",1,"3,954",2,"8,352",3
E01005491,"11,255",4,"7,725",3,"14,075",5
E01005492,"20,100",7,"22,998",8,"22,747",7
E01005493,"23,059",8,"23,705",8,"24,123",8
E01005494,"13,056",4,"14,604",5,"16,686",6
E01005495,"9,311",3,"16,861",6,"15,631",5
E01005496,"1,596",1,"3,054",1,"4,142",2
E01005497,"1,173",1,259,1,"3,353",2
E01005498,"6,809",3,"11,733",4,"16,542",6
E01005499,"11,558",4,"15,269",5,"19,487",6
E01005500,"10,089",4,"8,658",3,"14,764",5
E01005501,"1,261",1,"2,850",1,"2,859",1
E01005502,"3,276",1,"6,284",2,"7,116",3
E01005503,"23,206",8,"22,845",7,"28,918",9
E01005504,"5,138",2,"3,682",2,"13,120",4
E01005505,"6,728",3,"10,044",4,"10,557",4
E01005506,"7,983",3,"12,500",4,"7,912",3
E01005507,"14,506",5,"12,558",4,"15,608",5
E01005508,"25,558",8,"23,509",8,"31,192",10
E01005509,605,1,"2,962",1,"4,721",2
E01005510,"22,202",7,"17,095",6,"27,176",9
E01005511,"11,123",4,"12,258",4,"14,455",5
E01005512,"6,361",2,"8,574",3,"11,552",4
E01005513,990,1,"3,131",1,"5,784",2
E01005514,"6,312",2,"4,173",2,"10,598",4
E01005515,"1,932",1,"1,348",1,"2,672",1
E01005516,"20,884",7,"20,573",7,"20,271",7
E01005517,"23,639",8,"25,785",8,"23,944",8
E01005518,"7,597",3,"9,045",3,"9,157",3
E01005519,"19,238",6,"19,607",6,"24,279",8
E01005520,"14,653",5,"15,329",5,"17,156",6
E01005521,"13,747",5,"23,420",8,"16,889",6
E01005522,"6,986",3,"9,175",3,"12,292",4
E01005523,"17,603",6,"23,360",8,"15,090",5
E01005524,"8,718",3,"6,381",2,"15,973",5
E01005525,"1,843",1,"1,784",1,"4,815",2
E01005526,"6,093",2,"10,402",4,"7,826",3
E01005527,"1,006",1,"1,888",1,"3,759",2
E01005528,"5,814",2,"12,185",4,"10,074",4
E01005529,"2,096",1,"5,799",2,"2,128",1
E01005530,"22,781",7,"27,221",9,"22,033",7
E01005531,"9,782",3,"13,917",5,"11,284",4
E01005532,"1,775",1,"2,447",1,"6,480",2
E01005533,"10,220",4,"11,598",4,"7,719",3
E01005534,"10,570",4,"12,126",4,"6,242",2
E01005535,"7,848",3,"8,833",3,"12,184",4
E01005536,"7,068",3,"5,077",2,"13,645",5
E01005537,"19,320",6,"16,723",6,"22,205",7
E01005538,"5,393",2,"3,473",2,"4,737",2
E01005539,"4,202",2,"8,936",3,"7,073",3
E01005540,"10,257",4,"14,621",5,"16,994",6
E01005541,"8,897",3,"13,326",5,"10,253",4
E01005542,"4,382",2,"7,087",3,"4,466",2
E01005543,"15,218",5,"14,421",5,"13,180",5
E01005544,"26,950",9,"29,311",9,"23,604",8
E01005545,"26,465",9,"22,693",7,"25,623",8
E01005546,"7,103",3,"11,300",4,"12,092",4
E01005547,"8,542",3,"8,543",3,"11,854",4
E01005548,"4,712",2,"10,656",4,"7,487",3
E01005549,"26,312",9,"29,052",9,"29,555",9
E01005550,"18,932",6,"23,582",8,"23,460",8
E01005551,"1,287",1,"3,296",2,"1,734",1
E01005552,788,1,898,1,"1,152",1
E01005553,"4,307",2,"2,021",1,"4,193",2
E01005554,"8,071",3,"11,210",4,"13,148",5
E01005555,"22,055",7,"17,625",6,"26,849",9
E01005556,"16,148",5,"14,582",5,"21,222",7
E01005557,"24,164",8,"27,389",9,"27,678",9
E01005558,"11,702",4,"14,723",5,"7,201",3
E01005559,"2,723",1,"5,263",2,"5,506",2
E01005560,"16,449",6,"16,500",6,"22,210",7
E01005561,"13,185",5,"20,817",7,"15,235",5
E01005562,"10,371",4,"10,464",4,"9,466",3
E01005563,"2,873",1,"2,835",1,"4,053",2
E01005564,"1,259",1,"3,062",1,263,1
E01005565,"3,810",2,"8,148",3,"2,217",1
E01005566,"5,569",2,"8,925",3,"7,345",3
E01005567,"7,800",3,"16,593",6,"12,440",4
E01005568,159,1,729,1,225,1
E01005569,"3,051",1,"3,579",2,"8,920",3
E01005570,"23,854",8,"18,688",6,"25,968",8
E01005571,"24,485",8,"27,042",9,"20,752",7
E01005572,"27,413",9,"26,581",9,"25,049",8
E01005573,"27,541",9,"29,357",9,"26,548",9
E01005574,"24,755",8,"21,808",7,"30,536",10
E01005575,"23,580",8,"23,274",8,"23,742",8
E01005576,"27,564",9,"25,357",8,"27,809",9
E01005577,"26,182",8,"23,862",8,"26,409",9
E01005578,"1,000",1,"2,648",1,"1,520",1
E01005579,"1,400",1,"4,037",2,288,1
E01005580,"4,138",2,"5,470",2,"5,056",2
E01005581,853,1,"4,912",2,"1,871",1
E01005583,"1,081",1,"3,320",2,55,1
E01005585,"2,681",1,"3,004",1,"2,406",1
E01005586,473,1,"1,841",1,"3,518",2
E01005587,"22,683",7,"24,906",8,"23,646",8
E01005588,"5,810",2,"9,797",3,"11,255",4
E01005589,"8,561",3,"5,375",2,"13,790",5
E01005590,"4,741",2,"11,759",4,"6,616",3
E01005591,"14,714",5,"13,718",5,"14,924",5
E01005592,"2,038",1,"2,692",1,"5,039",2
E01005593,"5,737",2,"4,919",2,"13,990",5
