pcds,term,usertype,oa21,lsoa11,lsoa21,lsoa21_onsname,lsoa21_name,imd_decile,msoa21,msoa21_onsname,msoa21_name,ward,ward_name,pcon,pcon_name
CV2 1PB,0,0,E00048612,E01032536,E01032536,Coventry 001F,"Hawkesbury, M6 & Foxford School, Anderton Road",3,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PD,0,0,E00185111,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1PE,0,0,E00048619,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PF,0,0,E00048611,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PG,0,0,E00048611,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PH,0,0,E00048611,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PJ,0,0,E00048619,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PL,0,0,E00048619,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PN,0,0,E00048619,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PP,0,0,E00048593,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1PQ,0,0,E00048593,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1PR,0,0,E00048622,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1PS,0,0,E00048622,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1PT,0,0,E00048593,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1PU,0,0,E00048622,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1PW,0,0,E00048619,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PX,0,0,E00048618,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PY,0,0,E00048618,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1PZ,0,0,E00048618,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1QA,0,0,E00048617,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1QB,0,0,E00048617,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1QD,0,0,E00048615,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1QE,0,0,E00048615,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1QF,0,0,E00048617,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1QG,0,0,E00048506,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1QH,0,0,E00172212,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1QJ,0,0,E00048482,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001225,Longford,E14001180,Coventry East
CV2 1QL,0,0,E00185111,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1QN,0,0,E00048615,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1QP,0,0,E00048619,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1QQ,1,0,E00049158,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1QR,0,0,E00048641,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1QS,0,0,E00048603,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1QT,0,0,E00185056,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1QU,0,0,E00172212,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1QW,1,0,E00172212,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1QX,1,0,E00172212,E01009709,E01009709,Coventry 007F,Manor Farm ,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1QY,0,0,E00048639,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1QZ,0,0,E00048639,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1RA,0,0,E00048639,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1RB,0,0,E00048639,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1RD,0,0,E00048639,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1RE,0,0,E00185111,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1RF,0,0,E00048619,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1RG,0,0,E00048615,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1RH,0,0,E00048615,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1RJ,0,0,E00048604,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1RL,0,0,E00048604,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1RN,0,0,E00048478,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001225,Longford,E14001180,Coventry East
CV2 1RP,0,0,E00048603,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1RQ,0,0,E00048603,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1RR,0,0,E00048603,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1RS,0,0,E00048603,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1RT,0,0,E00048603,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1RU,0,0,E00048615,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1RW,0,0,E00048604,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1RX,0,0,E00048619,E01032537,E01032537,Coventry 001G,Silverdale Estate & Hurst Road,4,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1RY,1,1,E00048638,E01009607,E01009607,Coventry 004C,Bell Green - Roseberry Ave,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1RZ,0,0,E00048495,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1SA,0,0,E00048612,E01032536,E01032536,Coventry 001F,"Hawkesbury, M6 & Foxford School, Anderton Road",3,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1SB,0,0,E00048612,E01032536,E01032536,Coventry 001F,"Hawkesbury, M6 & Foxford School, Anderton Road",3,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1SD,0,0,E00048612,E01032536,E01032536,Coventry 001F,"Hawkesbury, M6 & Foxford School, Anderton Road",3,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1SE,0,0,E00048593,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1SF,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1SG,1,1,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1SH,0,0,E00048593,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1SJ,0,0,E00048500,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1SL,1,0,E00048593,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1SN,0,0,E00048500,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1SP,1,1,E00048622,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1SQ,0,0,E00048603,E01009599,E01009599,Coventry 013A,Henley College - Gresley Road,3,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1SR,1,1,E00049154,E01009710,E01009710,Coventry 013C,River Sowe – Clifford Bridge  - Henley Park Industrial Estate,6,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1SS,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1ST,0,0,E00049154,E01009710,E01009710,Coventry 013C,River Sowe – Clifford Bridge  - Henley Park Industrial Estate,6,E02001970,Coventry 013,Wyken Croft,E05001223,Henley,E14001180,Coventry East
CV2 1SU,0,0,E00048492,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1SW,0,0,E00048612,E01032536,E01032536,Coventry 001F,"Hawkesbury, M6 & Foxford School, Anderton Road",3,E02001958,Coventry 001,Longford,E05001225,Longford,E14001180,Coventry East
CV2 1SX,0,0,E00048480,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1SY,0,0,E00048480,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1SZ,0,0,E00048480,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TA,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TB,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TD,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TE,0,0,E00048482,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001225,Longford,E14001180,Coventry East
CV2 1TF,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TG,0,0,E00048492,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TH,1,1,E00185042,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TJ,1,1,E00185042,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TL,0,0,E00185111,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TN,1,1,E00185042,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TP,1,1,E00185042,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TQ,1,1,E00185042,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TR,1,1,E00185042,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TS,0,0,E00048495,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TT,0,0,E00048479,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TU,0,0,E00048622,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1TW,1,1,E00185042,E01009584,E01009584,Coventry 007D,Aldermans Green Industrial estate ,2,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TX,0,0,E00048622,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1TY,0,0,E00048509,E01009581,E01009581,Coventry 007C,Henley Green East,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1TZ,0,0,E00048622,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1UA,0,0,E00048480,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UB,0,0,E00048480,E01009577,E01009577,Coventry 007A,Aldermans Green - Deedmore Road W,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UD,0,0,E00048585,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1UE,0,0,E00048630,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1UF,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UG,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UH,0,0,E00185044,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UJ,0,0,E00185044,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UL,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UN,0,0,E00048505,E01009579,E01009579,Coventry 007B,Henley Green West,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UP,0,0,E00185055,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UQ,0,0,E00185110,E01009585,E01009585,Coventry 007E,Wood End – Hillmorton Road,1,E02001964,Coventry 007,Henley Green & Wood End,E05001223,Henley,E14001180,Coventry East
CV2 1UR,0,0,E00048622,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1US,0,0,E00048622,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
CV2 1UT,0,0,E00048630,E01009605,E01009605,Coventry 004B,Manor House - Privet Rd,1,E02001961,Coventry 004,Bell Green,E05001225,Longford,E14001180,Coventry East
