pcds,term,usertype,oa21,lsoa11,lsoa21,lsoa21_onsname,lsoa21_name,imd_decile,msoa21,msoa21_onsname,msoa21_name,ward,ward_name,pcon,pcon_name
CV1 1AA,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AB,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AD,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AE,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AF,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AH,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AJ,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AL,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AN,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AP,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AQ,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1AR,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1BA,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1BB,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1BD,1,1,E00048707,E01009632,E01009632,Coventry 020D,Nauls Mill Park - Canal Basin,2,E02001977,Coventry 020,Naul's Mill & Bishopsgate Green,E05001227,Radford,E14001181,Coventry North West
CV1 1BE,1,1,E00048707,E01009632,E01009632,Coventry 020D,Nauls Mill Park - Canal Basin,2,E02001977,Coventry 020,Naul's Mill & Bishopsgate Green,E05001227,Radford,E14001181,Coventry North West
CV1 1DA,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DD,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DE,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DF,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DG,0,0,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DJ,1,0,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DL,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DN,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DP,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DQ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DR,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DS,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DT,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DU,1,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DW,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DX,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DY,0,1,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1DZ,1,1,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EA,1,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EB,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ED,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EE,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EG,1,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EH,1,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EJ,0,0,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EL,1,1,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EN,1,1,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EP,1,1,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EQ,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ER,1,1,E00185036,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ES,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ET,0,0,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EU,0,0,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EW,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EX,0,0,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EY,0,0,E00172194,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1EZ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FB,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FD,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FE,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FF,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FG,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FH,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FJ,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FL,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FN,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FP,1,1,E00048270,E01009541,E01009541,Coventry 039C,Willenhall - Yarningale ,2,E02001996,Coventry 039,Willenhall,E05001219,Binley and Willenhall,E14001180,Coventry East
CV1 1FQ,0,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FR,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FS,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FT,1,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FU,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FW,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FX,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FY,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1FZ,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GB,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GD,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GE,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GF,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GG,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GH,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GJ,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GL,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GN,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GP,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GQ,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GR,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GS,0,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GT,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GU,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GW,1,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GX,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1GY,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HD,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HE,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HF,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HG,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HH,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HJ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HL,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HN,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HP,1,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1HQ,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HR,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HS,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HT,0,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HU,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HW,1,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HX,1,1,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1HY,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1HZ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1JA,0,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JB,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1JD,0,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JE,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1JF,1,1,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JG,1,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JH,1,1,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JJ,1,1,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JN,0,0,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1JP,1,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JQ,0,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JR,0,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JS,0,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1JT,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1JU,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1JW,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1JX,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1JY,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1JZ,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LA,0,0,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LB,0,0,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LD,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LE,1,0,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LF,0,0,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LG,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LH,0,0,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LL,0,0,E00172172,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LN,0,0,E00172172,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LP,1,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LQ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LR,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LS,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LT,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LW,1,1,E00172193,E01009642,E01034744,Coventry 031F,Lower City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LX,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LY,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1LZ,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NA,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NB,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1ND,1,1,E00185090,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NE,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NF,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NG,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NH,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NL,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NN,1,0,E00172213,E01009638,E01009638,Coventry 024C,Hillfields Village  & Motor Museum,1,E02001981,Coventry 024,Hillfields,E05001228,St Michael's,E14001182,Coventry South
CV1 1NP,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NQ,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NR,0,0,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NT,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
CV1 1NU,1,1,E00185075,E01009642,E01034743,Coventry 031E,Upper City Centre,4,E02001988,Coventry 031,Central Coventry,E05001228,St Michael's,E14001182,Coventry South
